count_mean	count_var	fitted_var
0.31936	0.0448428	0.31936
0.319873	0.204533	0.319873
0.319875	0.181525	0.319875
0.320517	0.0530119	0.320517
0.320777	0.0163449	0.320777
0.321757	0.1341	0.321757
0.322095	0.0437222	0.322095
0.322782	0.0138258	0.322782
0.323626	0.0595166	0.323626
0.325376	0.024541	0.325376
0.326379	0.126353	0.326379
0.326504	0.0751958	0.326504
0.327	0.053141	0.327
0.328147	0.267095	0.328147
0.329521	0.0681773	0.329521
0.329739	0.0839491	0.329739
0.330598	0.301988	0.330598
0.330692	0.26591	0.330692
0.330896	0.228652	0.330896
0.331025	0.0178417	0.331025
0.331919	0.00379952	0.331919
0.33296	0.263464	0.33296
0.333569	0.0599079	0.333569
0.333597	0.0660097	0.333597
0.335642	0.10003	0.335642
0.336651	0.0240885	0.336651
0.337562	0.0668351	0.337562
0.337979	0.0178572	0.337979
0.338488	0.149424	0.338488
0.339349	0.00708768	0.339349
0.339957	0.00961856	0.339957
0.341486	0.101527	0.341486
0.343663	0.354313	0.343663
0.34393	0.296025	0.34393
0.344459	0.0113026	0.344459
0.344522	0.0611225	0.344522
0.34651	0.259421	0.34651
0.348214	0.0505728	0.348214
0.34884	0.052461	0.34884
0.349471	0.092197	0.349471
0.350281	0.0967843	0.350281
0.351228	0.0493456	0.351228
0.351529	0.202607	0.351529
0.351897	0.123019	0.351897
0.353011	0.152648	0.353011
0.353302	0.182369	0.353302
0.353646	0.220768	0.353646
0.353765	0.0649519	0.353765
0.353834	0.334257	0.353834
0.355217	0.00666136	0.355217
0.355348	0.2023	0.355348
0.355423	0.0372479	0.355423
0.356272	0.148618	0.356272
0.356356	0.00418076	0.356356
0.357315	0.324196	0.357315
0.357895	0.0584939	0.357895
0.358232	0.0959232	0.358232
0.358412	0.276312	0.358412
0.360628	0.0508601	0.360628
0.360973	0.321918	0.360973
0.361977	0.130751	0.361977
0.362473	0.0160044	0.362473
0.362716	0.248582	0.362716
0.362774	0.0950404	0.362774
0.36346	0.246461	0.36346
0.36395	0.286972	0.36395
0.364707	0.0705833	0.364707
0.364816	0.248741	0.364816
0.366059	0.138362	0.366059
0.366689	0.151216	0.366689
0.36726	0.0734355	0.36726
0.369266	0.00728711	0.369266
0.369377	0.0229376	0.369377
0.369411	0.119409	0.369411
0.372115	0.00957387	0.372115
0.373015	0.00610712	0.373015
0.373196	0.12157	0.373196
0.374005	0.37999	0.374005
0.375939	0.0199001	0.375939
0.376793	0.0177843	0.376793
0.379208	0.0745425	0.379208
0.380481	0.361011	0.380481
0.380568	0.132265	0.380568
0.381309	0.0642837	0.381309
0.382841	0.184377	0.382841
0.383163	0.0924047	0.383163
0.383194	0.160462	0.383194
0.38327	0.00555687	0.38327
0.384402	0.165627	0.384402
0.385116	0.0138063	0.385116
0.385226	0.0853654	0.385226
0.385724	0.0453957	0.385724
0.386267	0.049219	0.386267
0.386816	0.343642	0.386816
0.387955	0.141497	0.387955
0.388278	0.116628	0.388278
0.388436	0.109562	0.388436
0.388654	0.204558	0.388654
0.389908	0.0761452	0.389908
0.389926	0.143118	0.389926
0.390007	0.173362	0.390007
0.393628	0.0042446	0.393628
0.394531	0.0613965	0.394531
0.394773	0.269953	0.394773
0.395417	0.357079	0.395417
0.396011	0.0684135	0.396011
0.396232	0.0100321	0.396232
0.39689	0.00749393	0.39689
0.398766	0.227399	0.398766
0.39919	0.122375	0.39919
0.40094	0.48226	0.40094
0.402946	0.269686	0.402946
0.403458	0.292948	0.403458
0.404016	0.489687	0.404016
0.404016	0.489687	0.404016
0.405304	0.492815	0.405304
0.4058	0.123666	0.4058
0.405826	0.353597	0.405826
0.407266	0.00677933	0.407266
0.4074	0.0678276	0.4074
0.408758	0.00794324	0.408758
0.409943	0.0843638	0.409943
0.410594	0.0931783	0.410594
0.411402	0.0583921	0.411402
0.411476	0.131506	0.411476
0.413299	0.284989	0.413299
0.413653	0.138198	0.413653
0.414604	0.00528123	0.414604
0.416326	0.152521	0.416326
0.416836	0.0940483	0.416836
0.417213	0.0847487	0.417213
0.417566	0.245394	0.417566
0.417695	0.239538	0.417695
0.418203	0.0385507	0.418203
0.418284	0.218505	0.418284
0.419278	0.478053	0.419278
0.419433	0.0200913	0.419433
0.41979	0.248943	0.41979
0.420373	0.00280795	0.420373
0.421139	0.226892	0.421139
0.42123	0.0326375	0.42123
0.421244	0.0632872	0.421244
0.42194	0.307606	0.42194
0.421962	0.205302	0.421962
0.426248	0.282053	0.426248
0.426811	0.116553	0.426811
0.427777	0.213026	0.427777
0.429595	0.360729	0.429595
0.430363	0.497445	0.430363
0.431117	0.187331	0.431117
0.431197	0.0446465	0.431197
0.431522	0.0145451	0.431522
0.433141	0.215446	0.433141
0.440592	0.248857	0.440592
0.440741	0.365175	0.440741
0.443338	0.200879	0.443338
0.443807	0.0377896	0.443807
0.444281	0.202375	0.444281
0.444819	0.0241992	0.444819
0.445954	0.00994142	0.445954
0.446031	0.216544	0.446031
0.446672	0.197762	0.446672
0.446723	0.0904143	0.446723
0.446912	0.150395	0.446912
0.448741	0.205369	0.448741
0.448869	0.245732	0.448869
0.449838	0.45896	0.449838
0.450988	0.153237	0.450988
0.45118	0.181714	0.45118
0.451388	0.0347896	0.451388
0.451919	0.480974	0.451919
0.4528	0.0387108	0.4528
0.453422	0.0377805	0.453422
0.454156	0.128745	0.454156
0.4557	0.157697	0.4557
0.458218	0.62989	0.458218
0.458218	0.62989	0.458218
0.459932	0.144002	0.459932
0.461301	0.240756	0.461301
0.461328	0.0500878	0.461328
0.461415	0.228824	0.461415
0.462006	0.020631	0.462006
0.462252	0.183654	0.462252
0.463483	0.237429	0.463483
0.465379	0.0217894	0.465379
0.465414	0.141577	0.465414
0.468073	0.259924	0.468073
0.468093	0.0909463	0.468093
0.469239	0.100186	0.469239
0.469673	0.661778	0.469673
0.470495	0.13172	0.470495
0.471147	0.0350447	0.471147
0.472921	0.0995156	0.472921
0.473479	0.616603	0.473479
0.477167	0.238391	0.477167
0.47734	0.076296	0.47734
0.479046	0.688454	0.479046
0.479573	0.0322863	0.479573
0.479747	0.174847	0.479747
0.480597	0.157985	0.480597
0.481129	0.694454	0.481129
0.481243	0.316536	0.481243
0.481383	0.184223	0.481383
0.481991	0.371076	0.481991
0.482731	0.110911	0.482731
0.482832	0.205111	0.482832
0.483333	0.343428	0.483333
0.483564	0.050273	0.483564
0.483601	0.209407	0.483601
0.485409	0.116029	0.485409
0.486776	0.194157	0.486776
0.487628	0.64588	0.487628
0.488741	0.604712	0.488741
0.488821	0.0198534	0.488821
0.489047	0.00654308	0.489047
0.490183	0.0584771	0.490183
0.490925	0.256114	0.490925
0.491887	0.240682	0.491887
0.492021	0.23185	0.492021
0.49203	0.0642522	0.49203
0.493053	0.335483	0.493053
0.493201	0.0624446	0.493201
0.495122	0.222223	0.495122
0.496331	0.13591	0.496331
0.497054	0.246495	0.497054
0.500277	0.350234	0.500277
0.501358	0.0186146	0.501358
0.502152	0.239897	0.502152
0.502465	0.151313	0.502465
0.504268	0.258528	0.504268
0.504921	0.0426498	0.504921
0.506758	0.0565246	0.506758
0.507143	0.055731	0.507143
0.507244	0.278608	0.507244
0.507467	0.0941528	0.507467
0.50775	0.324698	0.50775
0.507952	0.0399052	0.507952
0.511582	0.215214	0.511582
0.513808	0.102929	0.513808
0.515117	0.148991	0.515117
0.515974	0.078519	0.515974
0.517344	0.28499	0.517344
0.518699	0.26738	0.518699
0.521436	0.492768	0.521436
0.523819	0.56067	0.523819
0.524418	0.0196003	0.524418
0.524821	0.0968262	0.524821
0.525394	0.149544	0.525394
0.526378	0.22697	0.526378
0.526432	0.136683	0.526432
0.526985	0.48645	0.526985
0.528583	0.138316	0.528583
0.528737	0.0653765	0.528737
0.531436	0.00438921	0.531436
0.531647	0.17041	0.531647
0.531784	0.293619	0.531784
0.532142	0.163895	0.532142
0.533777	0.178648	0.533777
0.534345	0.297115	0.534345
0.534791	0.00883615	0.534791
0.536258	0.171791	0.536258
0.539007	0.0333967	0.539007
0.539995	0.159145	0.539995
0.542143	0.0150867	0.542143
0.542191	0.063458	0.542191
0.544931	0.300294	0.544931
0.545286	0.0519314	0.545286
0.54571	0.144658	0.54571
0.546083	0.293355	0.546083
0.546681	0.232589	0.546681
0.547152	0.0180254	0.547152
0.547888	0.308137	0.547888
0.549654	0.332565	0.549654
0.550319	0.908553	0.550319
0.550823	0.0292627	0.550823
0.552112	0.304834	0.552112
0.552688	0.0201171	0.552688
0.552956	0.24368	0.552956
0.55358	0.0771928	0.55358
0.553859	0.00652725	0.553859
0.55393	0.129846	0.55393
0.556568	0.276695	0.556568
0.556634	0.436243	0.556634
0.559222	0.567932	0.559222
0.560432	0.1846	0.560432
0.561109	0.0641351	0.561109
0.562093	0.337529	0.562093
0.563421	0.293279	0.563421
0.566654	0.587316	0.566654
0.568619	0.388714	0.568619
0.568696	0.125489	0.568696
0.569444	0.0598035	0.569444
0.572772	0.984203	0.572772
0.573247	0.236086	0.573247
0.573355	0.223481	0.573355
0.574282	0.129503	0.574282
0.574855	0.0345701	0.574855
0.575038	0.0939049	0.575038
0.575303	0.330987	0.575303
0.577029	0.189278	0.577029
0.577536	0.235704	0.577536
0.577713	0.776151	0.577713
0.578171	0.335834	0.578171
0.579259	0.249122	0.579259
0.580395	0.338668	0.580395
0.580471	0.46669	0.580471
0.58161	0.223186	0.58161
0.582512	0.247969	0.582512
0.58286	0.070634	0.58286
0.583166	0.700494	0.583166
0.583475	0.713701	0.583475
0.584657	0.225226	0.584657
0.586361	0.11029	0.586361
0.587903	0.169499	0.587903
0.588036	0.419116	0.588036
0.588256	0.221116	0.588256
0.588609	0.455544	0.588609
0.590233	0.331258	0.590233
0.590496	0.327249	0.590496
0.590515	0.293115	0.590515
0.59062	0.116467	0.59062
0.590703	0.389194	0.590703
0.591851	0.325764	0.591851
0.591929	0.350778	0.591929
0.592217	0.0611308	0.592217
0.592782	0.104873	0.592782
0.593021	0.442795	0.593021
0.593431	0.862976	0.593431
0.59391	0.0678116	0.59391
0.594828	0.277357	0.594828
0.595657	0.358918	0.595657
0.596141	0.337086	0.596141
0.596578	0.041797	0.596578
0.596743	0.0789289	0.596743
0.598624	0.355873	0.598624
