count_mean	count_var	fitted_var
0.0973392	0.00121112	0.0973392
0.0974265	0.00123532	0.0974265
0.0974617	0.0189976	0.0974617
0.0975137	0.00423094	0.0975137
0.0975137	0.00423094	0.0975137
0.0981886	0.00666542	0.0981886
0.0983719	0.00171155	0.0983719
0.0999608	0.00206938	0.0999608
0.100263	0.00154077	0.100263
0.10035	7.04938e-05	0.10035
0.100525	0.00604423	0.100525
0.101181	6.245e-05	0.101181
0.101566	0.00148094	0.101566
0.103307	0.0213449	0.103307
0.104615	0.0218886	0.104615
0.104615	0.0218886	0.104615
0.104877	0.00565563	0.104877
0.105494	0.00202407	0.105494
0.106483	0.0226774	0.106483
0.109188	0.00603854	0.109188
0.109296	0.0150375	0.109296
0.110108	0.006419	0.110108
0.110457	0.0244013	0.110457
0.110457	0.0244013	0.110457
0.110952	0.00280735	0.110952
0.111493	0.00207662	0.111493
0.112729	0.000439156	0.112729
0.112857	0.0149075	0.112857
0.112944	0.00750857	0.112944
0.113119	0.00162509	0.113119
0.113293	0.00762732	0.113293
0.113453	0.0164956	0.113453
0.11464	0.0169249	0.11464
0.115444	0.0172625	0.115444
0.115955	0.003319	0.115955
0.116217	0.0033818	0.116217
0.116304	0.00934558	0.116304
0.117954	0.00776925	0.117954
0.11824	0.011548	0.11824
0.11864	0.0169361	0.11864
0.118645	0.00712471	0.118645
0.118966	0.00268768	0.118966
0.119054	0.00121414	0.119054
0.119141	0.00271203	0.119141
0.119367	0.0186898	0.119367
0.119615	0.0144492	0.119615
0.120976	0.0292705	0.120976
0.121853	0.0046494	0.121853
0.122075	0.00495738	0.122075
0.122809	0.0301641	0.122809
0.124058	0.000435734	0.124058
0.124689	0.0310948	0.124689
0.124689	0.0310948	0.124689
0.125538	0.0315197	0.125538
0.125886	0.0138992	0.125886
0.126149	0.0214272	0.126149
0.126644	0.00277264	0.126644
0.127902	0.022153	0.127902
0.128	0.0221432	0.128
0.128724	0.00593611	0.128724
0.12966	0.00396824	0.12966
0.130341	0.00458989	0.130341
0.131175	0.00213633	0.131175
0.132996	0.0114071	0.132996
0.133103	0.0117839	0.133103
0.134738	0.00230832	0.134738
0.135172	0.00480321	0.135172
0.135571	0.00692694	0.135571
0.136483	0.0143808	0.136483
0.137352	0.0262208	0.137352
0.137469	0.00574632	0.137469
0.137743	0.0379464	0.137743
0.137927	0.0171381	0.137927
0.137932	0.00971774	0.137932
0.139258	0.0127479	0.139258
0.139546	0.0121119	0.139546
0.141846	0.00375	0.141846
0.143393	0.0411229	0.143393
0.143497	0.01345	0.143497
0.143851	0.0130574	0.143851
0.144678	0.00544096	0.144678
0.14673	0.0110681	0.14673
0.147828	0.0057059	0.147828
0.148282	0.00199413	0.148282
0.148283	0.00607994	0.148283
0.15033	0.000924613	0.15033
0.151915	0.00323265	0.151915
0.152884	0.0121145	0.152884
0.152944	0.0114078	0.152944
0.156161	0.0237417	0.156161
0.156923	0.0492495	0.156923
0.156923	0.0492495	0.156923
0.157359	0.0123812	0.157359
0.157795	0.0497986	0.157795
0.159961	0.0375241	0.159961
0.160085	0.0269174	0.160085
0.160207	0.0228567	0.160207
0.160564	0.0219086	0.160564
0.161632	0.00916858	0.161632
0.162945	0.0249262	0.162945
0.163473	0.00717177	0.163473
0.163808	0.00936401	0.163808
0.166117	0.0298188	0.166117
0.166343	0.013382	0.166343
0.16648	0.00935962	0.16648
0.167646	0.0220393	0.167646
0.168129	0.00708073	0.168129
0.16826	0.00715409	0.16826
0.169229	0.00152427	0.169229
0.17009	0.000560435	0.17009
0.170181	0.00385681	0.170181
0.171853	0.0208106	0.171853
0.171941	0.0208053	0.171941
0.172415	0.015184	0.172415
0.172615	0.0595918	0.172615
0.172801	0.0184023	0.172801
0.173188	0.0334264	0.173188
0.1734	0.0333927	0.1734
0.173575	0.0602564	0.173575
0.173983	0.0125515	0.173983
0.175338	0.0189883	0.175338
0.175626	0.0440791	0.175626
0.17591	0.030923	0.17591
0.175975	0.0086286	0.175975
0.17615	0.00873191	0.17615
0.176557	0.000409778	0.176557
0.178489	0.0306812	0.178489
0.17934	0.0643258	0.17934
0.179668	0.00131544	0.179668
0.180832	0.0196223	0.180832
0.181191	0.0456593	0.181191
0.181861	0.0426666	0.181861
0.182071	0.0663	0.182071
0.182646	0.0297503	0.182646
0.182769	0.00487508	0.182769
0.183407	0.00950476	0.183407
0.184173	0.0241177	0.184173
0.184595	0.0227348	0.184595
0.185008	0.00116343	0.185008
0.185096	0.00416025	0.185096
0.185173	0.00527715	0.185173
0.185628	0.00510465	0.185628
0.187034	0.0699633	0.187034
0.187614	0.0305554	0.187614
0.187932	0.0042892	0.187932
0.188107	0.0102653	0.188107
0.188482	0.0413367	0.188482
0.188845	0.00563786	0.188845
0.189273	0.014783	0.189273
0.191318	0.0538345	0.191318
0.191794	0.0735702	0.191794
0.192278	0.0544631	0.192278
0.192861	0.00141166	0.192861
0.194411	0.0132346	0.194411
0.194458	0.0433656	0.194458
0.19473	0.00140836	0.19473
0.195067	0.0196636	0.195067
0.195157	0.00198623	0.195157
0.195329	0.00993397	0.195329
0.196556	0.00802479	0.196556
0.197109	0.0196906	0.197109
0.197244	0.0778104	0.197244
0.197406	0.0207528	0.197406
0.198024	0.0214694	0.198024
0.199428	0.020038	0.199428
0.200701	0.000281975	0.200701
0.202042	0.0224392	0.202042
0.202175	0.0250696	0.202175
0.202726	0.0645858	0.202726
0.202813	0.0645587	0.202813
0.20292	0.00123316	0.20292
0.203151	0.0238406	0.203151
0.203745	0.0118914	0.203745
0.205551	0.00655069	0.205551
0.206249	0.0265414	0.206249
0.207292	0.0131224	0.207292
0.207709	0.0175331	0.207709
0.207796	0.0250244	0.207796
0.208471	0.0128457	0.208471
0.210022	0.0494764	0.210022
0.210311	0.0288326	0.210311
0.210394	0.0885309	0.210394
0.210491	0.0260625	0.210491
0.210632	0.00825363	0.210632
0.21072	0.0142504	0.21072
0.213627	0.000598922	0.213627
0.213644	0.00705214	0.213644
0.213787	0.0138574	0.213787
0.215467	0.0135722	0.215467
0.216324	0.00270349	0.216324
0.216383	0.0360223	0.216383
0.21646	0.0245295	0.21646
0.217536	0.0249898	0.217536
0.218152	0.0152302	0.218152
0.218257	0.0238505	0.218257
0.218572	0.0764454	0.218572
0.219017	0.0134814	0.219017
0.219147	0.0083219	0.219147
0.219692	0.0965289	0.219692
0.219779	0.0772915	0.219779
0.22014	0.037897	0.22014
0.221695	0.0319862	0.221695
0.22229	0.0309459	0.22229
0.226143	0.0111386	0.226143
0.227013	0.0474166	0.227013
0.229114	0.0315594	0.229114
0.229384	0.008666	0.229384
0.232118	0.0571639	0.232118
0.234285	0.0537821	0.234285
0.234794	0.00572008	0.234794
0.235995	0.0281879	0.235995
0.236693	0.112047	0.236693
0.237165	0.0816381	0.237165
0.237971	0.0369505	0.237971
0.239617	0.0900413	0.239617
0.239842	0.0939442	0.239842
0.24022	0.094162	0.24022
0.242089	0.011606	0.242089
0.242175	0.0517037	0.242175
0.2438	0.0569696	0.2438
0.24468	0.0210697	0.24468
0.245692	0.0197169	0.245692
0.249977	0.0483992	0.249977
0.250521	0.000619437	0.250521
0.250789	0.0018877	0.250789
0.250789	0.0018877	0.250789
0.251312	0.0377764	0.251312
0.2516	0.037463	0.2516
0.251774	0.0316959	0.251774
0.252123	0.0558188	0.252123
0.256	0.0885729	0.256
0.256349	0.0446593	0.256349
0.25832	0.0838766	0.25832
0.263235	0.0491689	0.263235
0.264672	0.0155723	0.264672
0.265495	0.0529258	0.265495
0.267974	0.0402048	0.267974
0.269969	0.0300139	0.269969
0.270659	0.00061037	0.270659
0.271797	0.00461354	0.271797
0.272129	0.0262622	0.272129
0.272241	0.0253341	0.272241
0.27284	0.0202644	0.27284
0.274244	0.00996106	0.274244
0.278402	0.0458472	0.278402
0.278613	0.0290099	0.278613
0.278946	0.0524776	0.278946
0.280495	0.00483354	0.280495
0.281612	0.0412111	0.281612
0.282034	0.0097052	0.282034
0.284161	0.0913577	0.284161
0.28857	0.0878889	0.28857
0.289714	0.0176138	0.289714
0.290394	0.142658	0.290394
0.294181	0.0564794	0.294181
0.294551	0.173521	0.294551
0.295027	0.00984602	0.295027
0.29637	0.050416	0.29637
0.29645	0.0951565	0.29645
0.297933	0.0457335	0.297933
0.298266	0.00922207	0.298266
0.300639	0.0246634	0.300639
0.306226	0.0471702	0.306226
0.308911	0.0634919	0.308911
0.310295	0.0248702	0.310295
0.310461	0.0170252	0.310461
0.311888	0.0268968	0.311888
0.313287	0.0697504	0.313287
0.313845	0.196998	0.313845
0.314677	0.0620686	0.314677
0.314718	0.0495248	0.314718
0.31559	0.199195	0.31559
0.316179	0.00804821	0.316179
0.317413	0.0025793	0.317413
0.317416	0.0356593	0.317416
0.320221	0.067696	0.320221
0.32265	0.000844731	0.32265
0.323208	0.0363025	0.323208
0.323898	0.0263917	0.323898
0.324761	0.0815513	0.324761
0.32664	0.0099617	0.32664
0.326675	0.00677828	0.326675
0.329538	0.21719	0.329538
0.329625	0.187591	0.329625
0.329712	0.160964	0.329712
0.330247	0.0406566	0.330247
0.33137	0.219612	0.33137
0.331818	0.0385242	0.331818
0.332646	0.182174	0.332646
0.333557	0.00693954	0.333557
0.334094	0.0328986	0.334094
0.334294	0.188089	0.334294
0.335206	0.187583	0.335206
0.338008	0.18605	0.338008
0.338567	0.0849307	0.338567
0.338878	0.0331149	0.338878
0.3389	0.0365011	0.3389
0.340621	0.00176845	0.340621
0.341006	0.0453552	0.341006
0.341107	0.0496491	0.341107
0.343957	0.0605131	0.343957
0.344829	0.0607359	0.344829
0.345657	0.0300081	0.345657
0.346823	0.0256568	0.346823
0.346973	0.240781	0.346973
0.347578	0.0457297	0.347578
0.349643	0.0243476	0.349643
0.349986	0.17809	0.349986
0.350804	0.00223299	0.350804
0.350907	0.0309325	0.350907
0.351052	0.00669832	0.351052
0.35135	0.0147247	0.35135
0.353164	0.0740884	0.353164
0.353787	0.20576	0.353787
0.353911	0.0327996	0.353911
0.357697	0.0464261	0.357697
0.35868	0.257303	0.35868
0.360604	0.172021	0.360604
0.361097	0.198382	0.361097
0.3627	0.0263502	0.3627
0.363631	0.167485	0.363631
0.364021	0.195071	0.364021
0.364169	0.00645372	0.364169
0.364607	0.0428013	0.364607
0.364845	0.266224	0.364845
0.365638	0.063715	0.365638
0.365766	0.197422	0.365766
0.365853	0.228739	0.365853
0.365873	0.0101164	0.365873
0.366153	0.268136	0.366153
0.366434	0.0800885	0.366434
0.366591	0.196897	0.366591
0.367032	0.165729	0.367032
0.367284	0.169166	0.367284
0.367316	0.0717493	0.367316
0.367782	0.0298747	0.367782
0.368082	0.0106794	0.368082
0.368189	0.271126	0.368189
0.36824	0.0329664	0.36824
0.369069	0.0129529	0.369069
0.369755	0.00895855	0.369755
0.370386	0.0878409	0.370386
0.37073	0.19647	0.37073
0.371188	0.163646	0.371188
0.374068	0.279853	0.374068
0.374068	0.279853	0.374068
0.374838	0.0225344	0.374838
0.374859	0.0880358	0.374859
0.376614	0.283677	0.376614
0.378708	0.28684	0.378708
0.379562	0.00471715	0.379562
0.380821	0.18865	0.380821
0.381878	0.184238	0.381878
0.383238	0.0141986	0.383238
0.384298	0.0283823	0.384298
0.384808	0.189908	0.384808
0.385648	0.186506	0.385648
0.386766	0.0649107	0.386766
0.387036	0.258259	0.387036
0.388326	0.00700576	0.388326
0.389847	0.268546	0.389847
0.389847	0.268546	0.389847
0.391121	0.0590955	0.391121
0.39121	0.0738358	0.39121
0.391593	0.0382007	0.391593
0.392425	0.00327389	0.392425
0.392632	0.266654	0.392632
0.392743	0.159924	0.392743
0.393025	0.014882	0.393025
0.393683	0.265948	0.393683
0.394052	0.161984	0.394052
0.394488	0.311241	0.394488
0.394849	0.311812	0.394849
0.395667	0.151946	0.395667
0.396087	0.0687594	0.396087
0.396485	0.264087	0.396485
0.396744	0.15498	0.396744
0.397166	0.0336139	0.397166
0.397995	0.316799	0.397995
0.398231	0.00953552	0.398231
0.400152	0.229832	0.400152
0.402381	0.176765	0.402381
0.404217	0.0369335	0.404217
0.40443	0.118869	0.40443
0.404651	0.20027	0.404651
0.405627	0.258235	0.405627
0.407075	0.0250611	0.407075
0.407566	0.0620761	0.407566
0.408488	0.189018	0.408488
0.409507	0.177536	0.409507
0.410766	0.135913	0.410766
0.410887	0.255019	0.410887
0.411117	0.036134	0.411117
0.411474	0.338622	0.411474
0.411513	0.131455	0.411513
0.41637	0.0524152	0.41637
0.416394	0.162593	0.416394
0.417982	0.043723	0.417982
0.418141	0.190689	0.418141
0.418876	0.0324101	0.418876
0.419457	0.0643794	0.419457
0.420205	0.155052	0.420205
0.420491	0.102102	0.420491
0.421319	0.245997	0.421319
0.424441	0.0106971	0.424441
0.426047	0.363032	0.426047
0.426375	0.246192	0.426375
0.426777	0.364278	0.426777
0.427102	0.0427875	0.427102
0.427226	0.140916	0.427226
0.42744	0.257449	0.42744
0.428169	0.245232	0.428169
0.429339	0.293727	0.429339
0.431313	0.102068	0.431313
0.431954	0.0405637	0.431954
0.432002	0.280799	0.432002
0.432986	0.154476	0.432986
0.433794	0.171299	0.433794
0.43394	0.216106	0.43394
0.434517	0.139621	0.434517
0.434899	0.0618246	0.434899
0.435582	0.0127245	0.435582
0.435797	0.00273117	0.435797
0.435823	0.185148	0.435823
0.435985	0.172168	0.435985
0.436412	0.380911	0.436412
0.437408	0.0438875	0.437408
0.437994	0.00655218	0.437994
0.438036	0.00230053	0.438036
0.438238	0.0119612	0.438238
0.438425	0.0512408	0.438425
0.438535	0.149826	0.438535
0.439451	0.124559	0.439451
0.439935	0.272966	0.439935
0.441613	0.115072	0.441613
0.441981	0.0206345	0.441981
0.442946	0.313218	0.442946
0.44369	0.0324068	0.44369
0.444055	0.273513	0.444055
0.444173	0.121668	0.444173
0.444401	0.210529	0.444401
0.446261	0.127305	0.446261
0.449469	0.216473	0.449469
0.449845	0.404721	0.449845
0.451602	0.173385	0.451602
0.452335	0.235753	0.452335
0.454314	0.136485	0.454314
0.454426	0.125126	0.454426
0.454793	0.327818	0.454793
0.455802	0.262514	0.455802
0.456953	0.00461093	0.456953
0.457064	0.0252805	0.457064
0.457606	0.418807	0.457606
0.458887	0.0311904	0.458887
0.462621	0.0787419	0.462621
0.464083	0.0132409	0.464083
0.464098	0.0411846	0.464098
0.464574	0.389393	0.464574
0.466154	0.150183	0.466154
0.466515	0.0458966	0.466515
0.466795	0.0177857	0.466795
0.469305	0.132406	0.469305
0.470183	0.0633799	0.470183
0.470259	0.00594533	0.470259
0.470768	0.443245	0.470768
0.471574	0.145516	0.471574
0.471641	0.14775	0.471641
0.472513	0.149397	0.472513
0.473386	0.448188	0.473386
0.47518	0.111076	0.47518
0.47657	0.203799	0.47657
0.476723	0.0405457	0.476723
0.477163	0.0241436	0.477163
0.477533	0.0475782	0.477533
0.481295	0.142679	0.481295
0.482308	0.282937	0.482308
0.483693	0.0467235	0.483693
0.48435	0.206815	0.48435
0.485286	0.0780157	0.485286
0.485411	0.0322713	0.485411
0.486247	0.192598	0.486247
0.489038	0.0451603	0.489038
0.489165	0.478565	0.489165
0.491216	0.132422	0.491216
0.491974	0.0269658	0.491974
0.493863	0.100834	0.493863
0.497782	0.282494	0.497782
0.498757	0.497517	0.498757
0.499441	0.0368414	0.499441
0.499538	0.0183803	0.499538
0.500907	0.212373	0.500907
0.501742	0.344656	0.501742
0.502092	0.068489	0.502092
0.502624	0.151106	0.502624
0.5028	0.191422	0.5028
0.503621	0.256815	0.503621
0.503985	0.164805	0.503985
0.504117	0.0187196	0.504117
0.504837	0.216221	0.504837
0.504945	0.509938	0.504945
0.507474	0.0351873	0.507474
0.508313	0.228628	0.508313
0.508408	0.425412	0.508408
0.509911	0.0199849	0.509911
0.510829	0.313727	0.510829
0.511448	0.253979	0.511448
0.512451	0.0187436	0.512451
0.513156	0.206927	0.513156
0.515377	0.48418	0.515377
0.515852	0.404862	0.515852
0.517827	0.25696	0.517827
0.518306	0.297928	0.518306
0.52103	0.397432	0.52103
0.521512	0.386182	0.521512
0.522791	0.00145404	0.522791
0.523272	0.0264226	0.523272
0.523884	0.0746229	0.523884
0.524855	0.306578	0.524855
0.526326	0.205123	0.526326
0.529496	0.401361	0.529496
0.529645	0.133712	0.529645
0.530703	0.386212	0.530703
0.531863	0.2116	0.531863
0.533174	0.0589499	0.533174
0.533195	0.194803	0.533195
0.533627	0.0997966	0.533627
0.537327	0.0798398	0.537327
0.537987	0.0614118	0.537987
0.537991	0.199539	0.537991
0.538347	0.0878746	0.538347
0.539008	0.0157582	0.539008
0.542116	0.0925333	0.542116
0.542322	0.256668	0.542322
0.542866	0.217538	0.542866
0.543994	0.197576	0.543994
0.545939	0.12482	0.545939
0.547037	0.108772	0.547037
0.54775	0.446976	0.54775
0.549491	0.461254	0.549491
0.549949	0.0120126	0.549949
0.55027	0.12492	0.55027
0.550512	0.120909	0.550512
0.552283	0.610033	0.552283
0.557918	0.266854	0.557918
0.55995	0.130141	0.55995
0.561074	0.227016	0.561074
0.561102	0.62967	0.561102
0.562375	0.209893	0.562375
0.562716	0.581793	0.562716
0.564021	0.169968	0.564021
0.567752	0.115011	0.567752
0.568063	0.64539	0.568063
0.568315	0.000196731	0.568315
0.568461	0.0439668	0.568461
0.575497	0.00325963	0.575497
0.577342	0.119327	0.577342
0.577635	0.0609801	0.577635
0.577871	0.0355129	0.577871
0.578114	0.00313164	0.578114
0.578453	0.0174923	0.578453
0.579189	0.0466621	0.579189
0.580649	0.00973596	0.580649
0.582393	0.2528	0.582393
0.58388	0.144897	0.58388
0.586665	0.26123	0.586665
0.589972	0.0195152	0.589972
0.591116	0.0234589	0.591116
0.591829	0.392116	0.591829
0.593354	0.177702	0.593354
0.595086	0.369832	0.595086
0.59546	0.287277	0.59546
0.597973	0.143042	0.597973
0.598453	0.25601	0.598453
0.60027	0.252937	0.60027
0.602006	0.145178	0.602006
0.604508	0.372471	0.604508
0.604521	0.137947	0.604521
0.605652	0.258328	0.605652
0.60679	0.0817095	0.60679
0.613056	0.266303	0.613056
0.6137	0.576177	0.6137
0.615111	0.329352	0.615111
0.616554	0.160702	0.616554
0.618056	0.0110721	0.618056
0.619016	0.128129	0.619016
0.621622	0.116988	0.621622
0.621808	0.138204	0.621808
0.621951	0.386798	0.621951
0.623632	0.058742	0.623632
0.625663	0.290878	0.625663
0.625671	0.12354	0.625671
0.625895	0.157491	0.625895
0.62626	0.099023	0.62626
0.626659	0.164615	0.626659
0.627265	0.290969	0.627265
0.627691	0.787991	0.627691
0.627691	0.787991	0.627691
0.629299	0.0209042	0.629299
0.629436	0.198099	0.629436
0.62973	0.0883464	0.62973
0.630308	0.348867	0.630308
0.631181	0.796778	0.631181
0.632651	0.21502	0.632651
0.633174	0.0215986	0.633174
0.634712	0.316232	0.634712
0.636655	0.0269194	0.636655
0.642785	0.046386	0.642785
0.643383	0.827883	0.643383
0.644931	0.309236	0.644931
0.645086	0.338285	0.645086
0.645215	0.208612	0.645215
0.645267	0.832738	0.645267
0.646872	0.209591	0.646872
0.64696	0.837115	0.64696
0.64945	0.1647	0.64945
0.649728	0.0772118	0.649728
0.650014	0.204495	0.650014
0.650233	0.760709	0.650233
0.652367	0.141638	0.652367
0.652954	0.14284	0.652954
0.654504	0.370307	0.654504
0.655378	0.004151	0.655378
0.655735	0.216174	0.655735
0.656373	0.135779	0.656373
0.658674	0.0412877	0.658674
0.659868	0.047203	0.659868
0.661602	0.0746268	0.661602
0.663831	0.184954	0.663831
0.665576	0.753964	0.665576
0.665672	0.18634	0.665672
0.666842	0.153807	0.666842
0.667617	0.0145322	0.667617
0.668815	0.433524	0.668815
0.670806	0.0123128	0.670806
0.671121	0.101586	0.671121
0.672142	0.162002	0.672142
0.675178	0.13965	0.675178
0.676338	0.0156482	0.676338
0.677376	0.0606882	0.677376
0.677397	0.479664	0.677397
0.679691	0.230672	0.679691
0.681889	0.232491	0.681889
0.683779	0.935108	0.683779
0.68489	0.0620003	0.68489
0.685198	0.793601	0.685198
0.685404	0.815748	0.685404
0.686446	0.263335	0.686446
0.687913	0.242052	0.687913
0.687974	0.256999	0.687974
0.689658	0.242944	0.689658
0.69171	0.141821	0.69171
0.69178	0.127389	0.69178
0.694218	0.208012	0.694218
0.697906	0.130331	0.697906
0.70083	0.214613	0.70083
0.70364	0.169264	0.70364
0.708333	0.260623	0.708333
0.708577	0.272778	0.708577
0.710666	0.858986	0.710666
0.710761	0.0613778	0.710761
0.712076	0.213028	0.712076
0.71661	0.207933	0.71661
0.719429	0.73589	0.719429
0.720624	0.156337	0.720624
0.721684	0.110792	0.721684
0.726529	0.678532	0.726529
0.727065	0.278102	0.727065
0.727721	0.338814	0.727721
0.72907	0.270895	0.72907
0.729107	0.266342	0.729107
0.732039	0.194553	0.732039
0.733015	0.0848768	0.733015
0.734051	0.285289	0.734051
0.734493	0.185122	0.734493
0.735264	0.0843743	0.735264
0.735484	0.20558	0.735484
0.735796	0.686605	0.735796
0.738408	0.220023	0.738408
0.739483	0.0900188	0.739483
0.744616	0.517617	0.744616
0.748135	1.11941	0.748135
0.748135	1.11941	0.748135
0.750258	0.303977	0.750258
0.750295	0.231335	0.750295
0.750325	0.293983	0.750325
0.75253	0.170538	0.75253
0.753182	0.0378575	0.753182
0.75529	0.0279335	0.75529
0.755901	0.0713179	0.755901
0.755927	0.504438	0.755927
0.757582	0.220455	0.757582
0.759402	0.193788	0.759402
0.760913	0.174646	0.760913
0.761555	0.238062	0.761555
0.763228	0.668422	0.763228
0.765037	0.318235	0.765037
0.766374	0.294164	0.766374
0.766839	1.17608	0.766839
0.77178	0.229328	0.77178
0.772456	0.734393	0.772456
